CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,InvestmentAccountBalance,RetirementAccountBalance,EmergencyFundBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,MortgageBalance,RentPayments,AutoLoanBalance,PersonalLoanBalance,StudentLoanBalance,UtilityBillsPaymentHistory,HealthInsuranceStatus,LifeInsuranceStatus,CarInsuranceStatus,HomeInsuranceStatus,OtherInsurancePolicies,EmployerType,JobTenure,MonthlySavings,AnnualBonuses,AnnualExpenses,MonthlyHousingCosts,MonthlyTransportationCosts,MonthlyFoodCosts,MonthlyHealthcareCosts,MonthlyEntertainmentCosts,LoanApproved
450,47505.600000000006,17910.0,7.2,44,Unemployed,Married,3,Doctorate,Own,436,0.4455726011842605,0,9,0.250797966081455,0,Auto,0,0.2466518350473801,10,5175,1965,2464,55684,1514,72562,61415,105254,21,134554,859,15773.0,1218,17058.0,0.2826158542007497,Uninsured,Insured,Insured,Insured,3,Public,18,433,-142,16026,100,199,394,51,58,0
626,38831.2,24038.0,2.7,50,Employed,Single,3,High School,Other,53,0.4110895018895851,13,5,0.1716241386284535,0,Home,0,0.1111011545550009,28,5095,1124,12977,31127,7872,118651,47939,93260,23,145847,1122,-378.0,5181,2134.0,0.7387073476917906,Uninsured,Uninsured,Insured,Uninsured,3,Public,18,489,5827,20930,844,393,271,323,100,0
452,45788.8,19776.0,5.4,35,Employed,Married,1,Associate,Mortgage,68,0.5451320555261787,2,4,0.2265743210758855,0,Debt Consolidation,0,0.1939594516877642,11,9969,2503,2896,38041,2963,39458,53749,17111,12,196357,1345,19871.0,3960,3224.0,0.8146548931556126,Insured,Insured,Insured,Insured,2,Self-Employed,16,331,3908,27249,1460,436,842,100,77,0
830,55772.0,10323.2,10.0,47,Unemployed,Single,2,Associate,Other,326,0.3308309819162038,14,1,0.4932592659566412,0,Other,0,0.0363686873816986,4,5158,2215,2506,22965,5545,159175,34254,28605,10,110658,1239,1583.593868437992,2971,20352.07633197962,0.8919611658256364,Insured,Insured,Insured,Insured,0,Other,13,589,5030,49033,488,626,505,147,94,1
402,75049.6,24120.0,6.3,53,Employed,Single,2,Bachelor,Rent,590,0.9306492761637648,6,4,0.5759842954028664,0,Auto,0,0.1956883959382427,21,5268,1968,15504,27104,-164,47773,40370,80057,7,117640,1054,11951.0,10623,13976.0,0.8382621187274448,Uninsured,Insured,Uninsured,Insured,4,Other,23,541,3524,25992,1096,296,216,270,130,0
305,67995.2,16185.0,4.5,39,Unemployed,Married,1,Associate,Own,472,0.4000392231839067,1,0,0.1028365101635375,0,Other,0,0.10341807448467,9,5501,2901,-4122,37364,3333,131785,90607,104096,21,174470,869,9523.0,8169,22916.0,0.0150487817450039,Uninsured,Insured,Insured,Insured,1,Self-Employed,13,506,5028,20200,912,239,286,-5,35,0
654,41700.8,13436.0,9.0,31,Employed,Divorced,1,High School,Mortgage,-5,0.1833485230180764,4,2,0.0513934460636026,0,Education,0,0.0256532905355751,23,1486,1230,11258,32155,2190,102503,73927,41139,0,228359,1159,977.0,7442,33714.0,0.0613189015696007,Insured,Uninsured,Uninsured,Uninsured,0,Other,7,912,5913,31220,1160,278,105,288,112,0
490,42221.600000000006,16637.0,3.6,58,Employed,Divorced,2,High School,Other,374,0.3526232327249597,8,5,0.0430196250396744,0,Auto,0,0.1432399558544261,21,765,-330,11598,34512,2090,171605,52135,-15140,3,180835,924,4327.0,6512,23756.0,0.0842557868948012,Uninsured,Insured,Uninsured,Uninsured,4,Private,28,95,3825,40628,1344,247,245,225,98,0
685,49260.0,13935.36,18.0,43,Unemployed,Married,4,Master,Rent,603,0.1654474275132483,13,8,0.5706745166722687,0,Auto,0,0.2507314892570429,1,1627,1556,4562,14052,3587,107960,47678,48062,2,126398,810,8598.049559324376,1035,13372.10214398826,0.7268987858547606,Uninsured,Uninsured,Uninsured,Uninsured,1,Public,5,139,1968,32892,1693,404,202,129,154,1
304,75890.40000000001,28699.0,9.0,32,Unemployed,Single,2,High School,Rent,549,0.9320309634290526,1,5,0.3288968411040002,0,Debt Consolidation,0,0.0708488724487213,8,4212,398,3652,20339,6579,77385,70375,48881,13,120221,968,6209.0,6368,16791.0,0.3257523267337521,Uninsured,Uninsured,Insured,Uninsured,0,Other,3,689,4380,50884,1685,234,384,265,69,0
595,81422.0,13231.36,19.0,44,Employed,Married,3,Bachelor,Other,292,0.9145929075281364,2,2,0.6143989353651258,0,Other,0,0.219642440768727,4,7309,2170,6962,36387,4236,104962,24647,17797,10,125511,934,4180.53735245127,11429,15741.682312480214,0.4241852144439906,Insured,Uninsured,Insured,Uninsured,3,Other,13,527,7062,44085,549,239,612,211,0,1
497,32292.0,18336.0,18.9,39,Employed,Widowed,3,Bachelor,Mortgage,525,0.910233364139242,6,7,0.8428382642902572,0,Auto,0,0.2217803037347176,15,161,2093,12394,30675,2051,86112,58004,72077,15,221897,808,9292.0,6514,19472.0,0.7786017940670917,Insured,Insured,Insured,Uninsured,2,Other,1,613,4057,29071,882,312,582,259,80,0
405,53151.2,15952.0,9.9,46,Self-Employed,Married,2,Associate,Mortgage,527,0.3052143307446463,10,7,0.4985801262747176,1,Auto,0,0.1808344286550911,16,6986,1757,10991,30182,2206,122008,68554,68241,17,275889,1235,6140.0,3935,33657.0,0.2059041206967139,Insured,Insured,Insured,Uninsured,2,Other,24,410,3197,36380,704,430,509,53,131,0
720,75334.0,12492.160000000002,11.0,49,Self-Employed,Widowed,3,High School,Own,635,0.909643900822765,7,4,0.1634713538069636,0,Other,0,0.0266002170185131,25,10747,1413,19327,33644,3226,92979,55581,45308,16,133854,1013,9339.066167595836,3274,8180.860061922899,0.5557879645855823,Insured,Uninsured,Insured,Insured,3,Self-Employed,21,407,3830,22955,630,549,678,257,29,1
377,59219.2,19030.0,12.6,50,Self-Employed,Widowed,0,Bachelor,Other,316,0.2148808728263536,13,2,0.8102470473296209,1,Other,0,0.265660534251005,4,3373,3174,13217,33355,3384,141785,-7867,64890,28,176291,833,6325.0,6219,17985.0,0.4792671491615993,Insured,Uninsured,Uninsured,Insured,2,Self-Employed,11,174,6534,28850,1319,408,561,178,-35,0
410,57297.600000000006,25495.0,16.2,36,Unemployed,Widowed,3,Doctorate,Mortgage,135,0.0017325050810159,8,6,0.7350082983272977,0,Education,0,0.2054789414355825,14,4885,2169,17295,13980,3868,77909,47360,124520,14,193288,1176,4674.0,5682,15318.0,0.3027130378573048,Uninsured,Insured,Uninsured,Uninsured,0,Other,2,607,5159,26907,1849,350,335,165,65,0
781,40543.0,10261.120000000004,7.0,54,Self-Employed,Single,3,Master,Mortgage,1026,0.8810859294749471,0,8,0.6798513106884368,0,Auto,0,0.2991150284881888,7,6525,503,13114,14502,5963,94944,20618,56065,11,85988,737,2199.728489934769,4335,21378.007970198523,0.1575380080022004,Uninsured,Uninsured,Insured,Insured,0,Private,13,801,3148,10285,1596,332,-62,60,213,1
508,56184.8,19187.0,4.5,40,Employed,Single,3,Master,Rent,266,0.2197814367392757,9,5,0.8265128150400401,0,Home,0,0.2039419468247038,13,7195,2335,7698,24835,1761,123161,25006,60623,22,177792,1056,13490.0,4853,21464.0,0.9547294733811976,Insured,Uninsured,Uninsured,Insured,4,Public,17,-140,7282,38313,1231,416,595,122,198,0
546,38890.4,22735.0,10.8,51,Self-Employed,Widowed,1,Bachelor,Other,765,0.4867109738317257,14,8,0.7348778991667958,0,Other,0,0.2746496846145944,9,2225,2534,9488,38568,676,121244,42404,85668,0,201183,993,6945.0,2491,14248.0,0.0818969726803705,Uninsured,Insured,Uninsured,Insured,0,Private,28,259,1744,40093,1036,191,565,291,46,0
653,25070.4,12894.0,3.6,58,Employed,Widowed,2,High School,Mortgage,348,0.2751228553084131,3,7,0.4148202359951757,0,Auto,1,0.1919284279739005,27,4713,1404,7655,21641,2435,119824,83176,-1124,8,116652,766,14745.0,3168,13253.0,0.3865580096040322,Uninsured,Uninsured,Insured,Uninsured,4,Self-Employed,6,1262,4483,33254,1460,267,177,136,82,0
406,59051.2,22915.0,3.6,48,Unemployed,Divorced,2,Master,Own,526,0.365036397924051,6,2,0.8125432363978148,0,Other,0,0.0584697982016347,29,7343,2397,11540,19587,727,154722,38468,54773,28,48890,851,13068.0,3675,37468.0,0.8594377172230395,Uninsured,Uninsured,Insured,Uninsured,0,Private,8,432,301,29147,793,274,528,133,118,0
725,43672.0,9893.120000000004,4.0,57,Self-Employed,Divorced,4,Associate,Mortgage,233,0.5733558235090921,1,0,0.7236501850516597,0,Debt Consolidation,0,0.2459917930698347,19,6902,1442,6097,34967,1419,112404,-8164,67730,15,166417,228,9809.254370813767,1985,12691.880075537529,0.1994408665956772,Insured,Insured,Uninsured,Uninsured,4,Private,8,-156,3588,24226,1211,480,150,203,123,1
780,80760.0,13539.2,8.0,36,Self-Employed,Divorced,4,Doctorate,Other,466,0.9958269745438464,8,1,0.2076267190628248,0,Other,0,0.1663434447585697,8,-804,1022,1969,27799,226,116849,8123,79655,11,139178,651,5489.54131020999,4298,10261.415833017576,0.853402649107394,Uninsured,Insured,Uninsured,Uninsured,2,Public,15,761,3100,45835,860,321,239,176,98,1
451,60663.2,23828.0,7.2,41,Unemployed,Widowed,2,Bachelor,Mortgage,550,0.3436807885621374,5,7,0.5638962181727014,0,Other,0,0.0862384780983511,7,4251,1006,8767,26219,2802,153706,85303,74345,18,136762,956,-9042.0,5317,26442.0,0.6258426153170734,Uninsured,Uninsured,Uninsured,Insured,3,Self-Employed,19,403,7944,13534,1426,222,451,171,42,0
677,58204.0,18755.0,2.7,60,Unemployed,Widowed,1,Associate,Mortgage,517,0.74158506482725,0,8,0.2966779887661066,0,Home,0,0.1204870270640075,1,3293,1065,13765,15157,2261,146563,59412,24125,8,210035,1095,7652.0,2503,15628.0,0.3556687879970309,Uninsured,Insured,Uninsured,Uninsured,1,Public,21,446,5736,35426,1334,497,441,73,147,0
781,43608.0,17631.36,8.0,52,Employed,Widowed,3,Master,Mortgage,786,0.2880351856250208,14,0,0.1206530950553101,0,Other,0,0.2436421614259876,11,6621,1412,5184,27777,1065,170375,39030,93633,10,158232,812,8157.953401112392,6832,7823.253604126269,0.4117332507228853,Uninsured,Uninsured,Uninsured,Uninsured,1,Private,13,707,8372,24289,1571,370,459,287,155,1
674,51809.600000000006,23044.0,14.4,49,Unemployed,Widowed,3,Master,Other,618,0.2059113568001076,1,0,0.0078391706987249,0,Home,0,0.256442984387014,2,4574,1214,6699,27288,-249,89696,49347,49828,21,206682,860,17543.0,5889,25890.0,0.8270531970015041,Uninsured,Insured,Uninsured,Uninsured,0,Private,9,470,3943,40462,1233,272,148,223,108,0
789,64208.8,23826.0,8.1,45,Unemployed,Divorced,2,High School,Mortgage,553,0.754032439721174,5,6,0.4033556253652386,0,Auto,0,0.011949996381605,12,2298,2754,15313,28793,1618,97275,65342,41408,24,197426,913,3508.0,6194,8760.0,0.6208652149979386,Insured,Uninsured,Uninsured,Uninsured,2,Other,14,421,7641,22966,561,90,250,181,122,0
566,45025.0,13116.8,6.0,42,Employed,Divorced,4,Bachelor,Rent,649,0.3729072504492832,10,4,0.6949617458302862,0,Debt Consolidation,0,0.0971967423168014,20,1352,2797,14485,21435,4335,79072,8622,53819,7,169303,912,6983.611344755288,3814,22752.448445957,0.8663816442719169,Insured,Insured,Insured,Uninsured,1,Self-Employed,18,392,3842,19223,1670,207,571,288,188,1
390,69262.40000000001,14745.0,12.6,51,Employed,Widowed,2,Associate,Own,613,0.2582234260657204,9,6,0.5861224593369032,0,Other,0,0.1635991917291543,16,10177,-526,15154,19165,1268,187122,47128,60935,4,142751,672,9209.0,5089,16352.0,0.4792553594421942,Insured,Insured,Insured,Uninsured,2,Private,1,470,7439,21119,872,405,604,213,136,0
540,70563.0,11987.840000000002,14.0,41,Unemployed,Single,4,Associate,Other,182,0.5610634006959767,6,2,0.6551345379224013,0,Debt Consolidation,0,0.0628650059178104,28,6859,1836,8560,50707,4973,125103,31033,46224,12,88061,616,7749.453890156654,3985,15335.088668684046,0.6737847700463773,Uninsured,Uninsured,Uninsured,Uninsured,1,Self-Employed,5,532,6342,28328,1716,-46,816,355,109,1
575,49529.600000000006,20835.0,0.9,58,Employed,Divorced,4,Master,Rent,389,0.511695421463279,8,2,0.6507273205398019,1,Auto,0,0.1011346631632793,10,3123,871,3737,23079,264,34126,66753,23214,15,91198,676,11328.0,3152,30996.0,0.5238126671755277,Uninsured,Insured,Uninsured,Uninsured,0,Self-Employed,24,276,4980,30740,1389,405,248,64,77,0
444,33912.0,13338.0,6.3,46,Self-Employed,Single,0,Master,Rent,314,0.8685690797924022,12,5,0.2476707681396626,0,Home,0,0.0973598735578782,6,2193,677,20697,20629,4445,71218,48417,65374,24,240464,1021,13380.0,4460,22482.0,0.052999144987242,Uninsured,Uninsured,Insured,Uninsured,3,Public,12,1042,4129,22106,1049,375,558,413,54,0
505,41790.0,15703.04,13.0,40,Unemployed,Widowed,2,Master,Other,589,0.2173181008315895,6,4,0.460142487805508,0,Education,0,0.1726501588437776,24,4009,3236,9671,35820,4976,139109,24249,33783,2,46177,924,5051.702055373452,-422,16462.493763616276,0.2350899279925782,Insured,Insured,Uninsured,Insured,0,Self-Employed,22,624,5268,20657,-247,97,462,251,131,1
609,64503.2,21808.0,20.7,41,Self-Employed,Widowed,1,Doctorate,Other,436,0.649775234395108,1,9,0.2960900460795268,0,Auto,0,0.2777315512495307,13,3360,1535,11131,23714,2936,12412,61133,26893,13,119035,1252,10429.0,5631,11637.0,0.9028756247947948,Insured,Insured,Insured,Insured,2,Private,18,607,6301,32863,628,283,506,162,39,0
690,57290.4,18618.0,0.9,58,Employed,Widowed,0,Associate,Mortgage,455,0.4563967472271945,0,5,0.5683812940361191,0,Auto,0,0.2197963936266221,10,2603,1807,8432,49301,3372,104633,75277,40371,7,177871,1131,8890.0,3308,15731.0,0.7799087051682575,Uninsured,Uninsured,Uninsured,Uninsured,3,Other,33,295,4009,14327,1166,107,678,65,56,0
475,48564.0,23074.0,7.2,31,Unemployed,Widowed,0,Bachelor,Mortgage,586,0.1482311976238047,6,6,0.3017149043436664,0,Home,0,0.021207183296308,5,12179,3014,6772,41558,3288,71380,56187,63972,3,115483,706,16031.0,4800,5852.0,0.521060414193854,Uninsured,Uninsured,Uninsured,Insured,4,Public,10,384,4287,25940,1121,168,237,50,87,0
381,22871.2,16424.0,6.3,39,Self-Employed,Single,3,Associate,Rent,351,0.1750566400230538,8,8,0.2171642911419483,0,Home,0,0.0218020043671059,3,1067,1227,22513,52450,4261,168871,36472,62921,16,115979,809,13285.0,5088,8255.0,0.7840249221148528,Insured,Insured,Uninsured,Uninsured,1,Self-Employed,17,95,2694,31007,1323,482,616,92,13,0
308,42352.0,16457.0,10.8,51,Self-Employed,Widowed,2,High School,Mortgage,709,0.4004747638077629,0,4,0.0551125568941418,0,Other,0,0.2565235295892726,26,5008,2400,8518,41413,1593,60165,74679,45357,7,213379,952,5162.0,2596,4957.0,0.8060021445449299,Insured,Insured,Insured,Uninsured,3,Other,10,342,5351,9502,1385,237,307,299,34,0
454,37544.0,22238.0,16.2,43,Unemployed,Single,4,Doctorate,Mortgage,721,0.8822682318682863,14,4,0.438167000703059,0,Other,0,0.1302936620504764,9,3384,2468,15599,18905,4763,87553,45176,40535,1,133976,1320,12260.0,2922,29853.0,0.0281858263095949,Insured,Insured,Insured,Insured,3,Self-Employed,6,461,4597,31427,1168,366,138,318,139,0
633,55062.4,25903.0,25.2,37,Unemployed,Widowed,3,Associate,Other,193,0.3817091363221665,13,6,0.3990419670397666,0,Auto,0,0.1661236693129384,15,5877,2242,10026,36270,262,87546,38874,41409,18,132348,1607,11768.0,3526,26109.0,0.8161255684662154,Insured,Insured,Uninsured,Insured,3,Other,4,416,6255,28910,321,280,329,180,198,0
708,74994.0,14448.64,3.0,52,Self-Employed,Single,2,High School,Other,441,0.4049138777387087,6,9,0.7112497268797767,0,Other,0,0.0951596965172935,8,1415,3203,11678,35739,-283,26234,44257,31000,14,192680,915,12257.994533172752,5900,14710.152138718506,0.9987380457137184,Insured,Insured,Insured,Insured,4,Private,29,295,8698,11723,1461,355,260,233,35,1
371,38744.8,23518.0,2.7,52,Employed,Married,3,Associate,Other,971,0.5360676036048589,1,4,0.4934189368551356,0,Auto,0,0.0991239486313104,16,6080,2794,10332,13558,1316,134075,74618,21935,16,83291,823,15756.0,6560,30241.0,0.040684379789169,Uninsured,Uninsured,Uninsured,Uninsured,0,Other,10,356,4645,15552,390,222,396,365,62,0
698,79938.0,11073.28,15.0,45,Unemployed,Widowed,1,Master,Own,339,0.0665232725429904,13,7,0.1832750839550789,0,Auto,0,0.0288796038035973,15,5378,2502,6606,38524,3181,78502,45112,46239,11,223220,783,4687.588310801487,7103,12006.759288486845,0.8258038182961073,Insured,Insured,Insured,Insured,1,Self-Employed,0,-104,4651,26768,771,326,300,246,180,1
526,55437.0,11059.2,9.0,57,Self-Employed,Married,0,Associate,Other,567,0.3357511732168003,0,5,0.4368171168153409,0,Debt Consolidation,0,0.0562534267805196,9,3322,1075,2724,31306,3087,85302,24591,17372,12,154331,1315,5796.480169270655,3425,12889.22845342138,0.9500940596414802,Insured,Insured,Insured,Uninsured,4,Self-Employed,14,544,3487,21484,1124,383,355,182,52,1
329,46012.8,10564.0,11.7,39,Employed,Married,1,Master,Other,189,0.6868526726484765,1,4,0.6073017152172575,0,Home,0,0.2735820760771056,26,7148,2877,12088,4447,1749,24221,45895,14677,2,168903,506,-25.0,3950,32194.0,0.8914725403452326,Uninsured,Insured,Uninsured,Uninsured,0,Self-Employed,17,812,7072,27071,1329,462,455,248,71,0
844,61236.8,16702.0,20.7,33,Employed,Widowed,2,Master,Other,378,0.1666059868813938,11,1,0.4212210296308404,0,Education,0,0.0878819859869072,4,7240,1675,18448,34324,3359,136565,54344,38798,5,111879,1302,14522.0,3720,39197.0,0.2624048242731466,Insured,Uninsured,Uninsured,Uninsured,3,Private,3,505,4773,32930,260,698,359,85,41,0
393,36686.4,23799.0,4.5,39,Self-Employed,Widowed,2,High School,Other,470,0.8927034073619334,8,2,0.6937765798245189,0,Auto,0,0.0894881325220086,24,1065,1156,18140,37588,6833,113049,12365,87233,19,139352,1465,11074.0,7360,27120.0,0.4990284655975561,Uninsured,Insured,Uninsured,Insured,1,Self-Employed,18,340,7185,8852,393,200,127,138,156,0
489,37780.8,25025.0,10.8,48,Unemployed,Widowed,3,Doctorate,Other,-7,0.6866007609767242,13,7,0.0185628263375511,1,Home,0,0.0829616485936337,19,1954,200,4132,13394,2372,59456,89023,60517,6,103578,704,14850.0,4860,25685.0,0.0141354262942735,Insured,Uninsured,Uninsured,Insured,1,Self-Employed,6,232,5565,24963,1389,-18,397,294,118,0
657,69291.2,28904.0,8.1,41,Self-Employed,Widowed,1,Bachelor,Mortgage,686,0.7949039770561188,14,5,0.4110401749553163,1,Debt Consolidation,0,0.0573209494706038,19,3514,273,8274,42174,862,81461,51322,93117,2,212425,1221,17103.0,4901,20432.0,0.3247879227397081,Insured,Insured,Uninsured,Insured,2,Other,3,221,7635,14514,1003,256,253,94,94,0
353,48704.8,18316.0,19.8,40,Unemployed,Widowed,3,Bachelor,Mortgage,599,0.1871056628084118,4,3,0.0891171343211733,0,Other,0,0.1480246270257265,1,6990,2988,14245,52021,1361,120177,15944,-8482,11,198219,1170,6962.0,8820,13498.0,0.7353199406876958,Insured,Uninsured,Uninsured,Uninsured,3,Self-Employed,13,520,6655,42502,650,254,410,299,86,0
771,50684.8,14107.0,21.6,33,Unemployed,Single,3,High School,Other,391,0.7021200443214729,4,9,0.0903860789311367,0,Debt Consolidation,0,0.1075698888083167,12,6503,373,9003,40783,7459,124716,27063,46112,5,168678,265,13218.0,5102,32050.0,0.7736535941635739,Insured,Uninsured,Uninsured,Uninsured,4,Public,11,821,4129,47082,953,308,402,172,152,0
371,39822.4,20506.0,8.1,56,Unemployed,Single,4,Doctorate,Mortgage,583,0.0401291528499885,9,3,0.747202234888598,0,Other,0,0.0536557885363251,27,2826,990,16703,22093,1192,61768,59569,65210,28,222729,1041,1885.0,2357,32105.0,0.9485925769812866,Uninsured,Insured,Uninsured,Insured,2,Private,34,519,4125,28020,528,124,387,180,143,0
369,53412.0,23162.0,1.8,43,Unemployed,Married,4,Bachelor,Own,519,0.1139079496845086,5,9,0.9740648829739228,0,Auto,1,0.1535752779291565,19,5156,2397,11223,36823,5431,120613,36941,8899,1,177033,667,10476.0,4263,22038.0,0.0762639066081557,Uninsured,Insured,Insured,Insured,3,Self-Employed,22,812,5143,28554,669,324,570,211,151,0
502,54973.600000000006,14128.0,6.3,54,Employed,Divorced,3,Bachelor,Mortgage,540,0.7246851888907104,8,9,0.9300513485239352,0,Other,0,0.0281716885416124,8,7603,1652,19345,28772,788,138152,44649,46489,3,150411,1148,8424.0,2390,11283.0,0.4250660869127762,Insured,Uninsured,Uninsured,Uninsured,2,Public,32,715,7868,38389,1024,505,320,88,164,0
759,39545.600000000006,19029.0,2.7,54,Self-Employed,Divorced,0,Master,Other,720,0.6713111019764795,3,6,0.6154874338953652,0,Other,0,0.1835391251416803,28,3025,3821,14104,36694,5529,167776,58830,83887,10,196051,1241,5278.0,3742,7387.0,0.1479454918783472,Insured,Insured,Insured,Insured,2,Self-Employed,29,219,3474,30573,1318,426,641,317,85,0
508,48595.2,15658.0,4.5,58,Self-Employed,Widowed,1,Bachelor,Own,567,0.3543312867392345,3,2,0.857369921898882,0,Home,0,0.2570275229962486,6,5521,3189,10158,46538,1367,83143,25993,46887,15,151800,618,11724.0,8678,34729.0,0.4931498092328814,Uninsured,Uninsured,Uninsured,Insured,1,Other,10,830,5162,35163,966,447,647,175,143,0
339,61307.2,25944.0,6.3,42,Self-Employed,Widowed,3,Doctorate,Mortgage,416,0.6967558049650807,10,1,0.7710692424266381,0,Other,0,0.0946724409681511,15,8690,-605,16010,11156,3048,138558,31831,26056,24,99705,1127,10829.0,3878,18785.0,0.0515111398821347,Insured,Insured,Uninsured,Uninsured,0,Public,24,664,4803,29486,574,253,413,242,78,0
752,19907.2,22894.0,11.7,44,Employed,Married,2,Master,Own,270,0.3835151588600878,7,6,0.4495776635424379,0,Auto,0,0.2142437407719834,14,3822,1537,6510,22114,5577,100106,17049,9184,16,118428,1255,11507.0,3667,23726.0,0.0141091714465289,Uninsured,Uninsured,Uninsured,Insured,3,Other,11,389,7283,34233,759,133,413,172,139,0
846,62219.2,12903.0,6.3,48,Employed,Divorced,0,Associate,Own,610,0.303182117363044,3,9,0.305728502889713,0,Home,0,0.0155175565350895,29,6091,1137,9465,31158,3330,108862,52447,95605,6,227991,1004,13323.0,6461,18251.0,0.6269653481821434,Uninsured,Uninsured,Uninsured,Insured,3,Other,10,625,5810,50378,885,166,321,266,12,0
570,58425.600000000006,22787.0,4.5,41,Self-Employed,Single,4,Doctorate,Rent,543,0.9794230043410632,12,2,0.3244088921484362,0,Other,1,0.2730291666989571,8,4984,2398,4023,19351,7793,78977,21067,22933,18,102434,828,4976.0,7311,25430.0,0.8069425482829271,Insured,Insured,Uninsured,Uninsured,4,Other,14,844,2444,25517,1314,170,454,159,166,0
426,33578.4,31069.0,18.0,37,Self-Employed,Married,1,Associate,Other,583,0.6777863074994738,12,9,0.0370717088343959,0,Other,0,0.2327438205768346,15,8583,1976,9782,42206,2531,84544,44365,52492,4,134432,599,10497.0,6967,12626.0,0.812168491404884,Insured,Insured,Uninsured,Insured,1,Private,19,714,5473,14718,840,54,434,351,78,0
