CreditScore,JobTenure,EmploymentStatus,TotalLiabilities,PaymentHistory,TotalAssets,LoanAmount,BankruptcyHistory,SavingsAccountBalance,InterestRate,DebtToIncomeRatio,HomeOwnershipStatus,CheckingAccountBalance,AnnualIncome,CreditCardUtilizationRate,NumberOfCreditInquiries,EducationLevel,MaritalStatus,NumberOfDependents,PreviousLoanDefaults,MonthlyDebtPayments,Age,LengthOfCreditHistory,UtilityBillsPaymentHistory,NetWorth,NumberOfOpenCreditLines,LoanApproved,LoanDuration,LoanPurpose
381,3,Unemployed,73354,26,115369,19518.0,0,3306,0.1302228687448922,0.5079146319839718,Mortgage,1542,59522.4,0.8776398870359347,7,Bachelor,Married,1,0,483,42,4,0.9247779104300476,33793,6,0,3.6,Debt Consolidation
638,3,Unemployed,56914,24,186527,21951.0,0,4144,0.0302548679586418,0.6793556908200872,Mortgage,2500,64873.600000000006,0.1953428276420835,2,Associate,Divorced,1,0,602,41,11,0.4265415818786484,55213,6,0,11.7,Other
739,12,Employed,50075,16,13546,13142.0,0,5462,0.2334449912368104,0.7174434264235494,Rent,2939,38770.4,0.5237129881938108,5,Master,Widowed,0,0,548,54,13,0.6883201116242639,15743,11,0,1.8,Debt Consolidation
526,10,Self-Employed,50982,14,22479,19968.0,0,3078,0.2453336065279633,0.6468752976061535,Own,1123,31110.4,0.7365371818042344,0,Doctorate,Married,0,0,365,37,4,0.3182994420363332,9725,1,0,25.2,Other
674,30,Unemployed,59178,10,4792,11602.56,0,2518,0.0631012243687299,0.38238979838382,Mortgage,2401,53514.0,0.0019743838859643,5,Doctorate,Divorced,1,0,658,58,14,0.4823388650056777,58389,4,1,9.0,Auto
325,1,Self-Employed,29387,10,129439,23801.0,0,-774,0.2571933134733011,0.3996075239728085,Mortgage,1440,58052.0,0.1428595542316101,8,Master,Divorced,0,0,468,49,3,0.278278490493283,68513,11,0,3.6,Debt Consolidation
557,10,Employed,8149,12,152319,9128.96,0,1268,0.1800539505102459,0.558819316255348,Other,2970,80540.0,0.2354476360263246,5,Associate,Single,2,0,243,40,18,0.0200864423953253,86448,12,1,20.0,Auto
469,2,Unemployed,25172,5,86298,21219.0,0,6332,0.2365270355626323,0.143449011301652,Other,1318,59734.4,0.7269220420497858,0,Associate,Married,2,0,540,45,2,0.3098452818340375,88416,0,0,7.2,Auto
755,23,Unemployed,76602,12,145017,18679.0,0,2893,0.0490213268744987,0.515070259818466,Other,2393,44201.600000000006,0.232984884231564,1,Associate,Single,1,0,373,42,1,0.3214714727645962,43034,0,0,6.3,Other
338,10,Self-Employed,68233,26,56487,25387.0,0,403,0.1260429199632245,0.4811216023683263,Mortgage,2140,46922.4,0.1034965305632835,8,High School,Single,1,0,717,38,1,0.7672991142418824,53363,5,0,3.6,Education
845,23,Self-Employed,13790,17,93383,15013.120000000004,0,11666,0.0136768365489867,0.1720499261012424,Other,2453,82359.0,0.3798866665091805,6,Doctorate,Single,0,0,628,53,12,0.292346946407382,51586,11,1,3.0,Other
390,23,Self-Employed,34591,26,80700,13882.0,0,2070,0.0267398144942193,0.8977636036224849,Mortgage,2698,56126.4,0.5736091554418228,2,High School,Married,2,0,511,54,0,0.2283340286587218,-24571,13,0,1.8,Other
636,5,Self-Employed,46383,2,82144,16217.0,0,7125,0.2305879140164753,0.7677998548356874,Own,2669,44670.4,0.0471906435577013,1,Doctorate,Divorced,0,0,810,43,25,0.1675628596994516,10721,14,0,5.4,Auto
544,24,Employed,7401,15,42987,13331.2,0,11295,0.0703633879797203,0.7705602247594874,Own,578,59989.0,0.2322755103453396,3,High School,Divorced,4,0,162,45,4,0.2418436728281342,98947,6,1,13.0,Auto
601,10,Unemployed,51400,22,135704,27567.0,0,6335,0.1944065717531929,0.1368408966175166,Own,881,58659.2,0.0242989481280381,1,Doctorate,Widowed,1,0,310,50,15,0.1369499284974273,49464,5,0,9.9,Other
484,7,Unemployed,46541,18,96220,13309.0,0,7834,0.1384672948968327,0.0730510187203735,Rent,3261,52931.2,0.1237398113932319,8,Associate,Widowed,4,0,622,32,10,0.1947042936056652,58891,3,0,18.0,Home
718,12,Unemployed,36511,14,95259,15224.0,0,10832,0.2836431323840336,0.2340508672407401,Mortgage,2030,52181.600000000006,0.4204524108154613,0,Master,Divorced,3,0,388,41,7,0.9173237490354664,68956,13,0,16.2,Other
519,1,Employed,8168,14,52407,16048.0,0,7824,0.1289072759171605,0.4042526368524086,Own,3456,60696.8,0.1830320957188693,4,Bachelor,Widowed,1,0,512,43,8,0.951234155738992,50542,7,0,16.2,Debt Consolidation
414,17,Unemployed,63891,22,150423,26104.0,1,6555,0.2368146400431594,0.5612475040422679,Other,2123,34144.0,0.6707911827066381,7,Master,Widowed,3,0,232,47,5,0.9755818358323618,34046,7,0,4.5,Debt Consolidation
610,32,Self-Employed,49471,1,218144,16765.0,0,11503,0.2283881422980067,0.4118506414737904,Rent,4115,58640.0,0.7280293360394503,3,Bachelor,Single,3,1,633,56,0,0.4458569398659688,7864,9,0,7.2,Other
481,0,Unemployed,53230,14,63971,31121.0,0,5801,0.1239815400914491,0.2508843614947836,Other,883,51181.600000000006,0.2404080572860188,8,Bachelor,Divorced,1,0,933,31,7,0.1869918721618573,58157,5,0,23.4,Debt Consolidation
408,22,Employed,50092,17,62647,17273.0,0,8839,0.125127203893715,0.6942068629200191,Rent,930,27948.0,0.5986260189234963,4,High School,Single,2,0,381,53,12,0.766324182410088,40231,3,0,7.2,Other
735,9,Employed,27677,12,72940,16293.0,0,8623,0.0213032509080552,0.4075832514052555,Own,2852,60884.0,0.8616631597772612,6,High School,Divorced,4,0,703,59,8,0.5442564651470906,67717,10,0,4.5,Other
777,1,Employed,12261,24,124050,14021.120000000004,0,6592,0.180164991555904,0.7075646583582818,Own,1061,50723.0,0.7117844131317211,0,Doctorate,Single,1,0,262,41,20,0.7377603369681186,-11875,14,1,4.0,Other
508,28,Employed,66078,8,154067,7427.0,0,8996,0.1190410416814576,0.8389293156263209,Other,1909,57779.2,0.7909569073596455,1,Master,Widowed,4,0,781,50,16,0.937916223850587,36285,14,0,2.7,Debt Consolidation
344,6,Unemployed,54072,4,126835,22217.0,0,5884,0.1160716384379563,0.1863782689313625,Mortgage,2821,65164.8,0.313734279437468,6,Bachelor,Single,0,1,697,37,0,0.6878084870211386,42098,9,0,9.9,Auto
661,28,Unemployed,65063,14,113263,12572.160000000002,0,2669,0.2343028082623879,0.8256585038649286,Mortgage,3726,66285.0,0.2162977554750909,8,Master,Widowed,3,0,919,49,27,0.4758592353768716,102188,2,1,16.0,Debt Consolidation
535,18,Employed,60065,3,38082,15135.0,1,2413,0.1489072397267402,0.3973612770253057,Mortgage,2188,53955.2,0.8492766801106195,3,Bachelor,Divorced,1,0,357,43,6,0.4026923399294417,37837,13,0,19.8,Other
353,9,Employed,64894,17,98259,16034.0,1,7849,0.2487616805593575,0.2825374833578191,Rent,677,45687.2,0.0166463841119302,3,Associate,Single,4,0,784,41,7,0.6684696866145593,30088,2,0,7.2,Home
651,17,Self-Employed,31791,23,50723,13955.84,0,14135,0.1474474018958107,0.7679286377352094,Other,2115,62901.0,0.9940583997953334,0,Master,Divorced,2,0,503,45,16,0.7028104738314768,60799,7,1,7.0,Other
484,2,Self-Employed,50869,3,29821,21479.0,0,3054,0.2938467816925437,0.928551489498028,Other,2412,56433.600000000006,0.2112758145618681,5,High School,Widowed,4,0,272,37,10,0.5527110591999841,78990,12,0,17.1,Auto
642,19,Employed,23643,2,140320,13418.880000000005,0,4667,0.039411854911496,0.4773504161484367,Own,2754,88446.0,0.000599583092981,3,High School,Divorced,1,0,288,46,27,0.1246951259133972,63785,1,1,12.0,Debt Consolidation
662,16,Self-Employed,-12658,22,101081,23126.0,0,2762,0.1605631600162505,0.2603724620550302,Own,523,54507.2,0.9129972092054416,0,High School,Single,1,0,506,42,20,0.0872225388158408,73527,11,0,7.2,Debt Consolidation
421,1,Employed,37531,12,135179,16007.0,0,4502,0.2007664051231322,0.3106055764307328,Own,156,49931.2,0.7960203858872389,0,Doctorate,Single,4,1,545,51,18,0.7638477731793419,65365,7,0,9.0,Auto
588,18,Self-Employed,68549,24,156762,16434.0,0,14827,0.1488328541146428,0.972460888008464,Rent,3147,25811.2,0.3846506326645387,9,High School,Married,4,0,420,41,0,0.878995113090005,-13031,7,0,9.0,Other
390,4,Self-Employed,20102,25,73786,24937.0,0,906,0.1170985381748635,0.7066023588582442,Mortgage,1747,47158.4,0.5055545082962989,3,Bachelor,Divorced,2,0,471,55,13,0.3597085259941843,-411,5,0,8.1,Other
310,17,Unemployed,44035,18,77093,17462.0,0,8688,0.0771551408522212,0.1529785892545564,Mortgage,3516,33453.6,0.3864063356394486,9,High School,Divorced,3,0,340,38,5,0.3075440267297918,24361,3,0,19.8,Other
350,17,Self-Employed,67756,17,91003,17061.0,0,6597,0.089090931336386,0.6845446554255468,Rent,2389,51348.8,0.528075076537657,7,Associate,Married,4,1,460,49,2,0.7308809022288503,50186,1,0,4.5,Home
365,20,Self-Employed,39296,25,72327,21442.0,0,-1497,0.1868485425294496,0.5718219205553926,Own,1897,30015.2,0.0102353617255694,0,Master,Married,2,0,707,48,22,0.6967301480845647,41794,8,0,9.0,Other
770,31,Unemployed,73365,20,146622,11388.160000000002,0,6490,0.0372871989058942,0.3030140581631101,Own,2493,62446.0,0.2080747196126513,0,Bachelor,Married,4,0,520,49,23,0.6036084238528282,66485,5,1,11.0,Debt Consolidation
439,6,Employed,37625,0,83606,20688.0,0,4049,0.0432152576002275,0.3987239853259511,Other,2826,50684.0,0.4491588093939426,9,Associate,Widowed,0,0,470,37,2,0.7513204126286749,37399,12,0,4.5,Debt Consolidation
567,4,Employed,4996,26,104175,9601.0,0,9344,0.0592252766366482,0.7751495228431033,Mortgage,569,42541.600000000006,0.9515555948955472,1,High School,Single,1,0,537,48,22,0.5763840329139187,69113,3,0,8.1,Auto
667,32,Unemployed,31499,15,99129,11043.2,0,4117,0.0535016057528328,0.6800201498477387,Other,2162,50658.0,0.4339966737376809,8,Doctorate,Divorced,1,0,452,55,13,0.7158990257929623,29756,3,1,5.0,Debt Consolidation
460,3,Self-Employed,73305,17,27779,15019.0,0,6848,0.161680698963144,0.2562241838334547,Other,173,68728.0,0.2687322455079038,2,Associate,Single,1,0,425,39,17,0.3973369208116073,-16640,10,0,2.7,Education
646,8,Self-Employed,6515,17,61692,15822.72,0,7640,0.0828789575182446,0.5152144390992375,Rent,1494,56372.0,0.7759146941449935,2,Master,Divorced,4,0,182,37,10,0.7213961843346621,70128,14,1,26.0,Education
433,4,Employed,25825,2,137635,24716.0,0,6633,0.2714968871607977,0.3714979926773712,Other,1535,34359.200000000004,0.6378735231373128,6,Doctorate,Married,2,0,312,48,8,0.5692358430268877,41460,3,0,7.2,Home
776,1,Self-Employed,61518,17,48857,22152.0,0,7935,0.1786385564767196,0.2983396103771583,Other,1561,27300.0,0.1886792636225199,6,Bachelor,Divorced,1,0,728,41,5,0.1722756160189406,98329,5,0,12.6,Other
594,28,Self-Employed,-2548,14,140064,13345.280000000002,0,7523,0.2691568507280485,0.3494646736590571,Mortgage,1981,74813.0,0.6043998124080154,8,Doctorate,Widowed,1,0,741,47,17,0.8555602012108074,55585,11,1,18.0,Other
621,27,Unemployed,50414,15,230592,26722.0,0,8535,0.0810536441288858,0.6957530023988467,Mortgage,1933,38536.8,0.1424920260707393,6,High School,Married,0,0,490,48,16,0.1404964608049698,115539,14,0,13.5,Debt Consolidation
660,2,Employed,25946,0,73383,12489.6,0,4718,0.1746784439267064,0.2454604855752834,Other,2728,43476.0,0.6594779636117304,3,Bachelor,Widowed,1,0,718,48,13,0.5546756277134481,76047,9,1,8.0,Auto
324,3,Self-Employed,27505,25,54516,28475.0,0,5297,0.254829503810633,0.4911865119877733,Rent,1019,61026.4,0.1975805367196527,0,Doctorate,Single,0,1,654,44,11,0.2854688024582853,957,10,0,9.9,Other
635,0,Employed,68616,12,56171,20960.0,0,3823,0.1141672907966574,0.5076742989188816,Mortgage,2052,54946.4,0.832162419157728,4,Bachelor,Single,0,0,377,60,1,0.4796244636201979,61108,0,0,1.8,Home
527,7,Unemployed,54143,5,78467,17939.0,0,5557,0.1518578124424137,0.61251489056648,Mortgage,2122,39578.4,0.1536651416803833,6,Bachelor,Single,1,1,423,40,11,0.3373111328120168,-3971,14,0,22.5,Home
492,9,Employed,37655,19,134561,18187.0,0,7290,0.212343334689072,0.9388099226768782,Rent,948,70668.8,0.2871557572870933,6,Bachelor,Married,0,0,762,35,13,0.1427034643788246,1150,12,0,8.1,Education
543,15,Employed,25694,26,64967,22516.0,0,5818,0.1023263252137602,0.5381334108977134,Own,3672,47940.8,0.3914211476970611,5,Associate,Married,1,0,149,46,11,0.2442680718925262,44434,7,0,7.2,Other
439,19,Unemployed,55102,16,109300,20649.0,0,6019,0.1573867428307022,0.4611421505635403,Mortgage,2322,41540.8,0.1379143234838481,4,High School,Single,1,0,424,45,4,0.5091557197374479,66893,0,0,2.7,Home
306,23,Self-Employed,71233,5,91994,16235.0,0,1024,0.0170843682056492,0.2087795500621393,Other,1097,46864.0,0.5785909931525303,3,Bachelor,Single,1,0,768,60,13,0.4403826469569433,44731,1,0,0.9,Other
368,6,Employed,54180,21,99664,19058.0,0,1517,0.2057781099362368,0.2892212736419106,Other,3379,70068.0,0.1230256752257965,0,Associate,Divorced,4,0,198,30,7,0.7275722727037669,19009,10,0,0.9,Education
725,5,Self-Employed,48483,2,139431,19488.0,0,5306,0.1375480479908168,0.0880218632414279,Other,1938,87408.0,0.1055862649845896,6,High School,Married,0,0,662,34,10,0.8601687750422917,78513,12,0,3.6,Education
456,4,Unemployed,54175,19,78121,16999.0,0,2135,0.2996745925853766,0.8575893269637439,Other,2799,47583.2,0.6971750623627844,8,Doctorate,Single,3,0,850,44,21,0.9709870853966864,10955,4,0,11.7,Other
393,1,Self-Employed,57341,13,152497,21299.0,0,5053,0.06764601997446,0.0546808338417651,Mortgage,2842,59436.0,0.4729818380789999,1,High School,Divorced,2,0,509,29,0,0.1015527748914392,61899,1,0,14.4,Other
605,10,Self-Employed,35754,4,101769,18510.0,0,6910,0.0453566284276856,0.8386739389643671,Rent,1428,47384.0,0.6459228926288157,7,High School,Single,2,0,182,43,13,0.5252995291319968,66603,2,0,18.9,Debt Consolidation
320,5,Employed,39372,2,100598,10741.0,0,3588,0.0905366331031923,0.50382580212156,Other,1514,55881.600000000006,0.3585739881377485,1,Master,Married,3,0,614,42,0,0.1604122214762945,22007,3,0,7.2,Home
540,8,Employed,41487,2,158416,18992.0,0,8092,0.0998298531329305,0.087755978046221,Other,3043,52702.4,0.5993071005135661,9,Master,Divorced,3,0,642,43,21,0.1698798891761708,91746,12,0,5.4,Home
735,32,Employed,36669,2,148938,9185.920000000002,0,5929,0.2950620171575493,0.4981512679749351,Other,1792,59281.0,0.897877338575873,7,Master,Divorced,0,0,402,51,3,0.6940895337669027,56383,4,1,16.0,Auto
753,17,Unemployed,15567,18,48269,14252.160000000002,0,3667,0.1785252026116696,0.6271645918263297,Rent,1976,65157.0,0.1904208290752062,6,High School,Divorced,2,0,561,59,3,0.9195606922166818,33201,7,1,8.0,Home
595,1,Unemployed,49455,26,41316,16396.0,0,7544,0.2546494598535601,0.8207839675238104,Mortgage,2093,43540.8,0.3291466935192768,2,Doctorate,Widowed,1,0,721,31,9,0.8057198939253477,48980,4,0,2.7,Education
427,5,Unemployed,62069,24,155384,18595.0,0,6875,0.2085774239309411,0.6859526688800873,Mortgage,1503,67577.6,0.1514264892279869,7,Bachelor,Divorced,4,0,469,33,0,0.390543500855905,93098,11,0,25.2,Education
338,11,Employed,45309,23,106569,15258.0,0,8271,0.2065738686953464,0.27647512285159,Mortgage,3356,57072.0,0.8793647985924425,8,High School,Divorced,4,1,507,35,11,0.6211140760009157,19910,9,0,22.5,Home
419,16,Unemployed,45195,5,26753,24091.0,0,7581,0.1445925297476147,0.7653742750214871,Rent,3721,64423.2,0.3787301721323153,1,Associate,Divorced,1,0,790,55,21,0.5790136558414187,81395,3,0,5.4,Auto
301,30,Self-Employed,60907,0,139842,20956.0,0,4705,0.1962946005818154,0.7820770213256079,Other,2105,43289.600000000006,0.5180051498993334,1,High School,Widowed,4,0,689,53,0,0.5451971054069268,91081,3,0,9.9,Other
450,23,Employed,37563,29,102423,18487.0,0,7473,0.2929530887299175,0.1572408770278424,Mortgage,2453,52920.0,0.3684262063061051,1,Associate,Divorced,3,0,660,58,6,0.7554926078653598,25897,8,0,1.8,Debt Consolidation
571,23,Unemployed,19576,28,105058,11899.520000000002,0,5434,0.1664543333167779,0.0376090239877467,Other,2588,65174.0,0.3776443796760749,6,Associate,Widowed,0,0,476,42,8,0.1912463001656441,51801,8,1,4.0,Auto
510,17,Unemployed,36420,2,18244,10139.520000000002,0,6576,0.1748774007307636,0.2989541689559668,Own,1485,71594.0,0.3579720216701811,8,Doctorate,Widowed,3,0,265,48,4,0.4150718840648556,13647,4,1,11.0,Auto
781,26,Employed,20709,24,77259,20149.120000000003,0,7332,0.1974704583465877,0.0021857342863057,Other,2138,59663.0,0.714041652557002,8,Master,Single,0,0,687,55,8,0.6169942759105637,30513,5,1,3.0,Home
656,15,Unemployed,58350,2,85525,14195.84,0,1355,0.2333417019667588,0.6846585035662442,Other,584,51064.0,0.3048280543529008,8,Bachelor,Married,1,0,442,49,7,0.0211546881030777,50704,10,1,17.0,Other
322,28,Self-Employed,74469,1,78255,5887.0,0,3880,0.1618987734303927,0.2484797681052892,Other,429,57501.600000000006,0.2523818696346717,6,Bachelor,Married,0,0,654,47,22,0.9927596888406082,52272,1,0,14.4,Home
419,23,Self-Employed,55486,20,115522,17756.0,0,6928,0.0523955722895792,0.2155011155521374,Rent,1698,62669.600000000006,0.4920457516721013,0,Doctorate,Single,0,0,542,42,11,0.2484544903849306,49918,2,0,9.9,Other
569,7,Self-Employed,-175,16,-33382,16376.96,0,3840,0.1706535338364406,0.5270851922121637,Rent,1764,65281.0,0.2989955512413386,7,Associate,Divorced,0,0,396,38,15,0.3412267467201757,114203,10,1,29.0,Education
368,1,Employed,68176,23,112436,17015.0,0,-407,0.0337194649600532,0.1885913391746946,Other,1680,34619.200000000004,0.2646358533646467,9,Bachelor,Married,1,0,662,61,3,0.0991949232454509,65804,14,0,2.7,Home
827,10,Employed,15553,2,48836,10562.56,0,6679,0.2336984641996118,0.6223467671875732,Other,3136,60195.0,0.0327931117739247,9,Doctorate,Single,1,0,1001,44,20,0.0747198273533513,30899,12,1,17.0,Home
611,6,Employed,41910,27,18733,24839.0,0,8909,0.2326524277270936,0.4516327935417439,Rent,1646,39708.8,0.4239417400578215,4,Bachelor,Widowed,1,0,768,45,1,0.4394248241449188,82821,10,0,0.9,Other
719,9,Self-Employed,86301,2,193001,18775.0,0,3232,0.1146770789649345,0.4970207261342845,Own,2382,37717.6,0.2571913458073916,7,Associate,Married,2,0,375,51,23,0.5726349618271234,37836,7,0,12.6,Auto
519,3,Unemployed,26152,8,51249,12955.0,0,5812,0.1185488334613328,0.7436587593310143,Rent,1793,41484.0,0.6637944294827454,4,Bachelor,Widowed,2,0,320,50,5,0.2464515391095919,28115,6,0,13.5,Other
397,10,Employed,26219,5,187810,18419.0,0,2946,0.1016773150244457,0.7453953140721007,Mortgage,1955,31444.0,0.2172243627222512,5,Bachelor,Married,2,0,622,45,8,0.3756364549055755,-19595,7,0,17.1,Debt Consolidation
660,1,Unemployed,52155,20,151462,7992.960000000001,0,4552,0.178849614609032,0.603219941507926,Mortgage,1540,37774.0,0.3819841225637651,6,Doctorate,Divorced,1,0,475,40,15,0.0674839745565079,64400,9,1,12.0,Debt Consolidation
832,11,Self-Employed,35809,15,177112,12265.6,0,8765,0.2804564105057895,0.6390228316981749,Own,1817,73850.0,0.8653178919740725,2,High School,Widowed,2,0,392,43,20,0.5060378850953792,19483,5,1,14.0,Debt Consolidation
847,18,Employed,29077,7,65311,13168.64,0,2279,0.1201182913859833,0.1963627618868993,Mortgage,1258,89732.0,0.0857570727538852,3,Associate,Single,4,0,259,41,15,0.7053766542188862,48728,11,1,9.0,Debt Consolidation
345,13,Employed,9758,25,79473,13907.0,0,1418,0.221622621580396,0.5674358025654683,Other,1126,60905.600000000006,0.2738723565170347,3,Master,Widowed,0,0,583,52,26,0.4266744122998048,42748,9,0,10.8,Home
353,4,Self-Employed,70197,26,117905,25571.0,0,4381,0.2824109350706805,0.9554336713302928,Own,2995,25656.800000000003,0.1102425722634733,4,Bachelor,Divorced,0,0,195,41,0,0.4589127651825827,73864,4,0,1.8,Other
527,9,Employed,27490,2,128319,12396.8,0,9714,0.2983022028084248,0.0215460516797636,Mortgage,1790,69146.0,0.0742188596600963,7,Bachelor,Divorced,0,0,644,40,17,0.7710399196650581,112870,6,1,11.0,Debt Consolidation
844,4,Self-Employed,7994,7,270049,15132.8,0,1424,0.2990314085925845,0.0563693260105043,Other,2285,53204.0,0.2071132662126852,9,Associate,Single,3,0,758,43,10,0.6429367420920479,67309,10,1,14.0,Home
764,14,Unemployed,7742,14,135572,12719.36,0,1813,0.176014338431216,0.5066331014109682,Own,2716,31519.0,0.1718157780198442,3,Doctorate,Divorced,4,0,125,55,2,0.651255980883289,70807,6,1,10.0,Debt Consolidation
556,10,Self-Employed,51602,16,166963,28055.0,0,591,0.2906505152002995,0.5213907147883411,Own,-235,59067.2,0.4142560562877652,3,Master,Single,3,0,708,50,7,0.6129752030369175,16217,1,0,3.6,Home
611,3,Unemployed,55696,22,66851,26009.0,0,6008,0.0242065965428258,0.5225247454994458,Other,2084,45894.4,0.4046831563570312,2,Doctorate,Divorced,2,0,309,32,10,0.6910818432750214,34936,12,0,11.7,Home
495,11,Self-Employed,46673,20,145712,15200.0,0,1485,0.2801689364386373,0.3716626024601669,Other,1862,40494.4,0.6215181460015484,3,Associate,Married,1,1,530,53,13,0.4200568925113574,24708,5,0,10.8,Auto
622,23,Self-Employed,45939,22,33215,19637.0,0,4462,0.2521929164815192,0.331046575764753,Own,2479,14120.0,0.1370662033795222,3,Bachelor,Widowed,0,0,922,50,18,0.6814486538704017,32427,6,0,3.6,Auto
464,3,Self-Employed,38306,8,125117,22552.0,0,740,0.087328556963446,0.671450057541177,Own,3128,31383.2,0.7590510222144455,1,High School,Married,1,0,628,37,17,0.0563575233310738,40484,7,0,12.6,Debt Consolidation
582,13,Employed,66608,12,122568,21749.0,0,2407,0.0521794064275739,0.5959317766901726,Other,1413,47936.8,0.8316328896983848,4,Bachelor,Married,2,1,524,34,6,0.3841107933551084,69556,0,0,4.5,Home
744,17,Unemployed,51336,12,63621,18009.0,0,1857,0.2041675181912069,0.455150479652335,Rent,499,56994.4,0.205651739641796,6,Doctorate,Widowed,3,0,945,45,3,0.2469020200288912,64046,2,0,13.5,Debt Consolidation
698,9,Self-Employed,24093,29,79954,12472.320000000002,0,845,0.1305989765161699,0.3376855204118629,Other,1833,64118.0,0.4530084421932867,3,Doctorate,Widowed,1,0,580,36,4,0.8813955460719339,41841,4,1,30.0,Education
