,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,LengthOfCreditHistory
5309,1,3,3,488,0.4488172020782905,3,0,4,0,18,3405,1780,31297,25903,4
5310,0,0,3,410,0.4707108978673743,14,0,1,0,29,3790,1718,170765,60447,2
5311,0,4,1,607,0.0536567578720706,7,0,2,0,13,9316,3415,152254,56706,14
5312,1,1,0,637,0.9145765178670032,7,0,3,0,28,3646,2180,51240,4085,0
5313,0,0,0,598,0.0973250575240979,3,0,3,1,22,3487,2132,78775,14935,8
5314,2,1,3,345,0.3658412940882813,1,0,3,0,29,2061,533,53475,38738,10
5315,2,0,1,940,0.3894294932812816,12,0,4,0,12,4215,1648,69255,46749,5
5316,3,3,3,718,0.9841289214983836,14,0,1,0,15,-290,2980,88873,47796,6
5317,1,4,0,335,0.159792342092619,1,0,0,0,19,7965,2216,275363,18918,2
5318,1,4,2,650,0.4971181713301607,3,0,3,0,13,2336,5764,181827,13017,12
5319,1,0,3,443,0.135089971619066,1,0,1,1,17,710,490,10685,9641,8
5320,0,1,3,614,0.3685316663746034,12,0,4,0,7,7961,1400,119604,-15319,10
5321,1,3,1,685,0.1412970784565487,2,0,1,0,28,1461,1471,86250,50013,19
5322,2,0,3,403,0.98448883653228,9,0,1,0,29,6144,2693,122295,56816,8
5323,2,4,3,365,0.2545347397662573,2,0,1,0,27,1815,451,45579,46456,24
5324,0,0,0,207,0.2054657342116587,6,0,4,0,21,113,1597,104986,40248,22
5325,2,3,3,410,0.5443286080836354,2,0,4,0,10,5606,1303,97801,67258,26
5326,2,0,0,508,0.338281076838254,10,0,4,0,17,3641,262,153181,13087,14
5327,2,0,1,270,0.674895237374707,9,1,3,0,28,10786,3392,139205,77429,11
5328,2,2,3,286,0.2545216733212148,3,0,0,0,15,2001,3992,58244,16238,19
5329,1,0,0,47,0.8774365527284446,3,0,4,0,4,4736,1777,68234,57308,2
5330,3,1,1,354,0.9681215164140632,14,0,1,0,6,5062,1675,150326,69783,6
5331,0,3,0,818,0.2083752197388941,10,0,0,0,3,6869,3104,122840,38779,7
5332,1,0,1,375,0.070864802375774,1,0,2,0,25,11892,1535,470418,36324,1
5333,2,1,3,407,0.3792499129417223,3,0,1,0,19,3101,977,46232,41539,12
5334,1,0,0,496,0.348521330621772,2,0,0,0,18,2428,951,62126,15839,5
5335,2,1,2,883,0.4848808835567143,14,0,3,0,4,5254,1470,96423,42236,10
5336,2,1,2,455,0.2046004431981669,4,0,0,0,27,1676,1324,577724,20263,19
5337,2,0,1,497,0.4095669543175918,3,0,1,0,21,4182,2595,31091,14824,6
5338,1,0,0,692,0.2669489903731888,7,0,3,0,29,2771,2217,118156,7435,9
5339,2,2,3,348,0.288636323321405,3,0,1,0,21,14363,762,15125,2634,20
5340,1,2,0,659,0.6488296242859564,1,0,0,0,18,6748,273,234861,14727,20
5341,0,0,1,931,0.764507400898863,8,0,4,0,18,2036,1068,115974,81470,0
5342,0,4,0,382,0.7535919061739631,3,0,4,0,15,1491,2020,169126,7420,5
5343,1,1,0,491,0.3117048236910918,1,0,3,0,23,3456,908,39660,36959,8
5344,3,3,2,450,0.2878223920943189,2,0,1,0,13,2268,3055,52953,61425,17
5345,1,3,0,410,0.9409567164851552,12,0,3,0,23,5640,1158,43011,36521,9
5346,1,0,3,328,0.2751530777678703,2,0,0,0,24,19197,100,35662,5575,24
5347,1,2,2,507,0.1434200264658274,6,0,2,0,26,2619,448,113804,64099,29
5348,0,4,0,493,0.6658675762708648,6,0,4,0,15,3511,2326,-16783,31659,0
5349,1,0,3,392,0.3009453285602545,5,1,3,0,18,7370,1993,25834,78588,12
5350,1,3,3,672,0.3343330742045367,1,0,0,0,25,1334,1002,38478,24807,20
5351,2,2,0,439,0.5729272614720611,2,0,3,0,31,1824,1411,441160,32045,14
5352,3,3,0,570,0.2823587756856747,8,0,4,0,1,5595,2545,140548,24803,7
5353,0,1,3,363,0.3752606701500802,4,0,1,0,25,5636,1786,166905,21613,5
5354,0,0,3,493,0.6746986268471494,4,0,0,0,25,5266,1834,86740,70588,7
5355,1,2,3,475,0.1804749548680742,5,0,4,0,25,3830,318,4148,33776,28
5356,2,3,3,972,0.4410724857713878,1,0,2,0,19,331,757,88469,14449,19
5357,0,4,1,503,0.8043122141181662,11,0,0,0,15,6287,3410,117885,49527,5
5358,1,1,2,668,0.8149273302186671,13,0,4,0,29,6396,797,57240,22033,2
5359,0,2,0,321,0.405402013797049,2,0,1,0,27,3488,1587,132179,7743,28
5360,0,1,0,145,0.536045685032418,4,0,1,0,25,7168,745,192163,4315,19
5361,2,0,3,692,0.3108904148603759,5,0,3,0,33,1527,763,89310,18746,20
5362,2,3,0,691,0.1651357276247332,13,0,2,0,2,2964,986,187258,38263,2
5363,1,3,2,295,0.1533900289609242,2,1,0,0,19,2571,242,41818,56820,15
5364,3,4,1,628,0.0984452999255689,14,0,1,0,0,8413,1721,-567,42086,3
5365,0,1,1,468,0.70860471723698,1,0,4,0,0,3008,1315,83182,65222,5
5366,0,3,3,809,0.1428944380172798,13,0,4,0,8,2249,2650,112709,2252,12
5367,0,1,0,415,0.4455216304268953,1,0,4,0,28,3710,2593,127283,36377,11
5368,1,0,3,192,0.3312892308242035,3,0,0,0,19,7829,1360,79841,8246,4
5369,1,1,3,182,0.2205532766514798,2,0,3,0,27,8416,206,28746,5765,19
5370,1,2,2,428,0.1080193740286421,0,0,3,0,21,7167,1496,154992,63682,20
5371,3,1,3,490,0.6946271810907687,10,0,1,0,23,1455,996,105349,41794,18
5372,2,1,0,492,0.4035184281377424,2,0,0,0,19,1570,697,48498,9107,7
5373,2,1,0,389,0.5506362352925892,14,0,0,0,26,7071,4435,122151,5489,2
5374,1,3,3,143,0.294521926348039,5,0,3,0,23,6427,642,90317,50579,28
5375,0,2,2,543,0.5820294810240322,4,0,1,0,17,3396,166,44902,12274,24
5376,2,1,3,876,0.2971300288376842,3,0,1,0,30,247,439,26250,208654,4
5377,1,1,1,-47,0.977505532978058,12,0,4,0,0,2365,3493,106041,46599,14
5378,3,0,2,546,0.1085474520478499,13,0,3,1,11,1311,2144,52625,59891,22
5379,2,4,2,419,0.1861790230033138,1,0,3,1,19,9488,219,150674,30544,10
5380,2,4,0,199,0.4419854097413014,1,0,3,0,25,623,618,5087,9408,9
5381,2,2,0,641,0.0635892724358165,2,0,3,0,28,11040,208,67314,23008,23
5382,0,3,0,337,0.4215753294801783,0,0,1,0,18,589,2280,74748,25231,6
5383,1,1,3,482,0.1880053011286133,6,0,3,0,25,463,1585,170720,30154,19
5384,2,3,1,495,0.7144489212151226,5,0,1,0,4,4719,647,128951,17146,1
5385,2,2,1,827,0.9716030006711612,2,0,0,0,2,4567,1428,141273,29629,10
5386,1,0,0,610,0.2189249119112117,2,0,0,1,25,1661,1115,48833,33818,4
5387,1,4,0,480,0.1088342919739101,5,0,4,0,29,2419,639,35533,43883,12
5388,3,3,1,831,0.2993450931625628,14,0,4,0,19,4855,1002,160691,42089,0
5389,3,2,3,211,0.4641783719083056,13,0,3,0,11,722,2302,116412,10640,20
5390,0,1,0,545,0.4229594505832454,2,0,1,0,18,9872,169,43101,21257,8
5391,0,1,1,557,0.7786937605930608,5,0,4,0,1,8064,3904,77844,43223,15
5392,1,4,0,284,0.3746741073410187,3,0,4,0,22,3071,360,229844,25647,4
5393,1,1,2,463,0.3063438990340845,3,0,1,0,26,1400,589,27067,155342,1
5394,0,3,1,292,0.3527065493448295,6,0,4,0,8,6914,1906,118194,54784,17
5395,2,1,1,425,0.2687322455079038,10,0,2,0,17,6848,173,27779,73305,17
5396,2,4,1,550,0.9733646848591266,8,0,1,0,22,3221,2437,53452,66427,20
5397,1,2,0,1257,0.2071542674800932,3,0,4,0,29,3302,2104,56094,7965,27
5398,1,2,3,323,0.1188337427003514,1,0,3,0,30,663,1283,142087,8290,28
5399,2,3,0,516,0.986377979700532,6,0,1,0,28,-357,642,85450,34818,8
5400,1,1,0,569,0.184920749124677,4,0,3,0,32,1489,1016,11079,12442,16
5401,1,1,0,849,0.4487447752849084,4,0,0,0,23,11852,599,121632,29637,9
5402,1,0,1,311,0.3949051227271951,5,0,3,0,6,8127,2569,70968,55145,14
5403,0,1,3,226,0.1319260151541913,1,0,2,0,35,5936,214,9378,85282,23
5404,3,1,3,693,0.0300072303066781,2,0,1,0,22,4981,505,110482,20264,16
5405,0,0,3,500,0.0590787168881597,3,0,1,0,28,3492,7358,66307,36472,25
5406,3,0,2,440,0.6963423140669031,13,0,4,0,25,3103,1127,147981,21206,11
5407,0,3,0,536,0.3367257500966175,0,0,3,0,20,1165,888,36651,2188,16
5408,2,3,2,151,0.0519347505311024,4,0,0,0,22,6091,791,64554,15169,7
5409,3,1,1,609,0.2544073432927649,2,0,3,0,25,5596,690,162179,32071,9
5410,1,0,0,209,0.3316169210093719,1,0,3,1,29,127,679,110959,14955,20
5411,1,1,0,345,0.5567876705142323,2,0,2,0,26,9942,1244,95036,4179,28
5412,2,1,0,806,0.1870597318178337,1,0,2,0,28,1697,145,132451,136219,25
5413,1,2,0,306,0.1315373529179959,3,0,1,0,24,6027,374,265921,9692,18
5414,1,3,0,399,0.0993583734104448,2,0,0,0,22,3466,837,160938,1910,8
5415,1,1,0,543,0.2781319496337341,3,0,3,0,30,1260,6139,116532,63011,1
5416,1,2,0,526,0.2259763954222416,5,0,0,0,30,3127,2073,43402,58985,25
5417,2,1,2,932,0.4135511271834042,0,0,2,0,20,5939,4342,155738,11394,14
5418,3,2,3,284,0.9609585531133296,12,0,4,0,29,5614,3671,90472,48964,11
5419,3,1,2,461,0.2074347666482372,1,0,0,0,21,11243,4288,-13564,47631,22
5420,1,2,3,421,0.4854633732993846,4,0,1,0,25,1312,454,63709,53414,20
5421,2,2,0,482,0.8033418348168447,1,0,4,0,12,6729,1442,186279,39494,8
5422,0,1,1,316,0.0243278622084416,5,1,4,0,6,4955,1017,158747,58329,21
5423,3,3,1,391,0.5414879184426863,6,0,1,0,14,6327,1404,86510,98797,10
5424,2,1,3,334,0.3630649004705837,3,0,3,0,33,3487,1533,95925,57973,25
5425,2,0,1,649,0.9974292703469456,3,0,4,0,6,6756,2492,106477,36932,27
5426,2,0,1,512,0.8641776449311283,0,0,3,0,12,2321,1829,30974,22057,15
5427,1,1,2,392,0.3016676532224169,2,0,0,0,19,5347,2873,89045,13296,28
5428,3,3,0,514,0.5639373851658591,4,0,3,1,16,6012,1091,123523,15584,10
5429,1,2,2,456,0.0947305154261456,3,0,1,0,20,2983,2532,5515,27044,2
5430,0,1,0,219,0.4943626961879643,2,0,1,0,23,5148,975,21073,6279,1
5431,1,2,1,541,0.5518028744285725,8,0,1,0,10,6389,1477,35405,38554,12
5432,0,1,2,288,0.000599583092981,1,0,1,0,2,4667,2754,140320,23643,27
5433,0,0,2,251,0.5046387681855725,3,0,0,0,26,1776,9120,14396,12646,25
5434,1,0,2,281,0.3031167212983899,2,0,2,0,31,2739,1418,429369,5399,19
5435,0,3,3,462,0.6638084647183182,4,0,4,0,15,1175,2571,-20226,39788,20
5436,2,1,2,355,0.1240056154784462,3,1,3,1,20,2407,2595,237232,32296,22
5437,2,3,0,255,0.0995329267399145,2,0,1,0,29,5000,5540,11190,9332,5
5438,1,0,1,592,0.4234415011641043,1,0,3,0,2,5551,1359,155761,21860,4
5439,3,0,0,269,0.4137540950719204,2,0,0,0,34,3128,266,28360,6621,2
5440,1,2,3,262,0.1349691390471157,3,0,3,0,28,2761,240,100022,94616,5
5441,3,1,0,494,0.4319624071791353,3,0,4,1,27,1002,2411,106621,1059,10
5442,1,2,0,297,0.0502832620625144,4,0,3,1,22,721,344,25861,8933,17
5443,2,2,0,329,0.2364284411434334,4,0,2,0,29,4843,2288,140760,109753,8
5444,2,1,3,771,0.4874495100613049,6,0,4,1,27,2746,1539,69742,40987,27
5445,1,0,0,289,0.2307461810064387,1,0,4,0,18,2127,506,51593,22051,19
5446,1,2,0,342,0.3456428958958318,2,0,3,1,28,2833,386,22937,51458,17
5447,1,1,0,436,0.210201278562607,3,1,3,0,14,3921,2721,55889,4999,23
5448,0,4,2,436,0.3136763262301127,5,0,3,0,2,4055,2752,199975,37606,16
5449,1,1,3,916,0.2003129772036128,5,0,1,0,29,3766,1043,37007,26529,19
5450,3,0,2,316,0.4563584020712198,2,0,4,0,35,4280,3080,32494,17518,13
5451,0,0,0,531,0.1435259450522369,3,1,1,1,18,11914,2716,135697,4096,15
5452,1,0,0,551,0.1489942713035786,2,0,1,0,27,1043,2559,11067,2284,15
5453,2,2,3,717,0.1352811807836735,3,0,4,1,22,510,435,22522,20290,18
5454,2,0,1,972,0.3466890202124662,5,0,1,0,29,4701,1493,71419,32852,28
5455,1,1,2,1158,0.2817973056043263,1,0,0,0,26,1720,1511,58845,261099,22
5456,2,0,0,659,0.9659721981757526,8,0,2,0,21,5614,2357,152876,9803,14
5457,0,1,2,731,0.3030322674526053,4,0,0,0,18,10196,2088,194913,60113,27
5458,1,3,1,898,0.3341057252372356,9,0,4,0,24,2714,2433,51377,48635,9
5459,2,2,3,152,0.3995002048376572,3,0,3,0,23,2121,770,58355,4328,18
5460,0,4,1,622,0.4695379197727791,5,0,1,0,5,4945,2041,138878,26278,2
5461,1,2,0,578,0.3474026547532935,4,0,3,0,31,2628,177,89493,6925,22
5462,2,1,3,265,0.1919096362424026,3,0,4,0,16,3465,380,47204,12148,25
5463,2,4,3,694,0.7061244993013376,6,0,2,0,22,1262,2887,-152,28645,17
5464,1,1,3,222,0.2481972648757886,5,0,0,1,19,2856,1340,14360,7480,20
5465,0,1,1,423,0.8953183461188717,6,0,3,0,6,2809,2076,194584,48792,5
5466,0,2,1,511,0.3180496711680183,5,0,1,0,3,3501,2755,89430,40475,23
5467,2,2,1,468,0.77014527815317,3,0,3,0,2,5708,3283,193483,57237,15
5468,1,2,0,395,0.1255221208591956,2,1,1,0,23,8448,2008,121894,43744,4
5469,0,2,1,329,0.0242670834177182,13,0,1,0,15,3622,3378,141048,32315,25
5470,2,2,3,283,0.1919208667098889,1,0,3,0,26,984,225,13670,48444,21
5471,0,4,1,593,0.339503809846072,2,0,4,0,19,983,1765,67470,46867,5
5472,2,1,2,710,0.2505644081348549,3,0,1,0,20,8688,2749,85495,72390,8
5473,1,1,2,468,0.0312666074670237,1,0,3,0,18,2232,2085,234374,11163,22
5474,2,0,0,237,0.7016007001434372,4,0,1,0,19,1195,1214,239011,5353,27
5475,2,4,0,873,0.8572331495233049,4,0,1,0,4,11021,2896,108776,29978,8
5476,1,2,0,721,0.9566793177132804,3,0,4,0,18,1927,2446,133701,21198,2
5477,3,4,1,213,0.1407191677403821,14,1,0,0,14,9840,1812,-9746,4500,23
5478,0,2,0,446,0.7762046423832742,7,0,0,0,25,4605,1957,163922,38796,6
5479,2,1,3,482,0.2269121719689677,5,0,2,0,16,714,409,328423,4757,23
5480,2,0,2,174,0.2816530407624017,5,0,1,0,30,2681,1442,114542,10471,12
5481,3,0,1,292,0.938971200145716,3,0,0,0,0,4862,2584,124910,83779,17
5482,3,1,3,433,0.2185888260142531,12,0,3,0,21,-273,1833,55167,56544,26
5483,2,3,0,557,0.84823793199713,1,0,3,0,15,4188,890,138608,73501,5
5484,1,1,3,523,0.4169011548845065,3,0,1,0,30,17524,2074,191448,20305,23
5485,2,0,2,145,0.0240628363887863,3,0,2,0,22,1324,431,138254,36531,18
5486,1,1,1,353,0.0948609410138938,5,0,0,0,25,6511,2262,107656,58210,11
5487,1,1,3,612,0.4116068016797275,4,0,2,0,29,9418,3903,73685,22863,17
5488,2,2,3,506,0.1871302359841193,5,1,2,0,32,2225,1802,56092,8912,1
5489,2,0,1,806,0.1103501077301938,7,0,1,0,23,6419,1206,424914,59014,2
5490,1,1,0,213,0.5747604014060312,6,0,1,0,19,1144,1426,139670,30604,8
5491,2,2,0,271,0.4412335210432929,3,0,1,0,28,12497,239,27447,6206,5
5492,1,3,3,461,0.5219142516685589,1,0,0,1,12,20371,611,97065,29122,10
5493,1,0,3,610,0.1458069656910433,0,0,1,0,20,1689,368,93234,1933,27
5494,3,0,3,526,0.7382246296744406,0,0,4,0,24,6871,3282,197024,39590,3
5495,3,4,0,463,0.1205617726494463,11,0,4,0,28,2907,728,109604,17896,5
5496,2,1,1,239,0.6112497131577722,1,0,3,0,4,6938,2777,111082,16835,23
5497,2,2,2,538,0.5434735414161206,0,0,1,0,5,7078,3077,168895,18356,24
5498,1,1,2,532,0.1609277282329868,5,0,0,0,26,1762,330,127777,48699,28
5499,0,3,0,334,0.189125865574449,3,0,0,0,27,1772,4301,323378,61780,22
5500,2,3,2,374,0.1003180450517596,2,0,4,0,21,3914,52,330847,5674,27
5501,1,2,0,391,0.7238086829393786,3,0,3,0,21,1026,1205,56569,4087,14
5502,1,3,1,438,0.3621156053362238,3,0,1,0,21,10050,1546,17627,40586,8
5503,2,0,3,294,0.1580150026674522,5,0,0,1,16,2208,489,11094,22481,3
5504,1,4,2,403,0.518543624564134,12,0,4,0,29,5709,2429,97264,68840,3
5505,3,2,1,628,0.9054914852138544,1,0,1,0,20,6223,3117,68259,63049,5
5506,2,3,3,334,0.4171160185630854,4,0,2,0,19,4378,1112,190314,9995,21
5507,2,2,3,317,0.2700425479706735,4,0,1,0,24,5117,563,18262,12567,14
5508,2,3,2,476,0.2339777576288625,3,0,0,0,21,9428,731,50279,62384,12
5509,2,3,0,333,0.3999633111816071,3,0,3,0,18,7456,849,118909,40510,12
5510,3,2,1,490,0.5985165490512482,2,0,3,0,28,3989,409,158333,6007,28
5511,1,3,0,348,0.1748970797266873,2,0,0,0,30,1002,2908,58215,57571,26
5512,0,0,1,467,0.859221149856803,9,0,0,0,8,10037,1571,59696,75139,27
5513,1,2,2,609,0.7173726573003734,12,0,4,1,16,7199,1769,118299,38345,14
5514,1,2,1,543,0.1823815939243153,4,0,3,0,19,5586,6619,12205,11047,3
5515,1,1,0,490,0.5956125156542652,3,0,3,0,20,27899,4260,32159,168629,5
5516,1,1,1,406,0.3783875759659515,13,0,3,0,24,9112,1981,92847,23086,18
5517,1,0,0,466,0.3129073013454674,5,0,4,0,40,5351,610,256701,42912,20
5518,2,4,0,266,0.3074827954289434,4,0,3,0,21,7449,417,165698,3556,28
5519,0,3,0,329,0.7399452151767446,11,0,4,0,9,6725,1374,45429,40282,0
5520,1,4,1,782,0.7779150962765939,3,0,0,0,10,1205,879,73461,23593,2
5521,1,1,0,516,0.8383436916507883,8,0,2,0,0,1822,1107,61782,1132,23
5522,1,0,0,143,0.4167307697254767,4,0,1,0,19,3955,3119,51871,4973,18
5523,0,1,1,386,0.771087895482432,11,0,1,0,21,7606,2320,184352,32711,2
5524,2,4,1,538,0.1903257843644019,1,0,4,0,16,6374,4098,129686,52423,0
5525,2,2,3,565,0.9001340973260469,9,0,0,0,6,4211,2283,38916,63391,11
5526,1,1,0,101,0.7741424723682312,2,0,4,0,26,-866,49,199651,27136,5
5527,0,4,0,527,0.349990117870147,6,0,3,0,25,721,462,102061,45310,29
5528,3,3,0,483,0.3267422846606151,3,0,4,1,28,484,3756,76209,48467,16
5529,0,0,1,329,0.4188422498933981,6,0,0,0,25,2147,3505,99767,51488,13
5530,2,5,0,401,0.3620538508010046,1,0,3,0,17,17080,1965,65815,4597,3
5531,3,2,3,379,0.2199532738829094,2,0,3,0,26,9835,2081,11916,7330,25
5532,0,1,1,494,0.1060833788469658,1,0,1,1,21,8388,2977,101539,262171,25
5533,1,2,0,640,0.2547384023439303,5,0,3,0,29,2276,118,8228,10095,3
5534,0,3,2,424,0.6858208081345657,7,0,2,0,28,5694,-844,128856,40427,4
5535,2,0,2,474,0.6794601448950467,3,0,3,0,30,5021,250,70583,13282,4
5536,2,0,1,895,0.1292421324525677,3,0,3,0,21,3659,1615,23424,23082,3
5537,3,3,1,372,0.1845311396873747,9,0,1,0,15,3894,537,75156,27990,5
5538,2,4,2,514,0.3750598185952607,2,0,0,0,22,9052,1516,42394,36974,18
5539,0,3,3,402,0.9832778839351832,8,0,4,0,6,5430,2625,78642,55529,14
5540,3,1,0,690,0.1399057203568735,13,0,1,0,1,3429,866,43475,13534,11
5541,2,4,1,485,0.5871566545361124,1,0,0,0,8,1684,1810,61309,61408,24
5542,2,4,0,257,0.2698050718604134,4,0,3,0,20,5315,9255,190101,62002,14
5543,2,3,0,590,0.4010474213835888,3,0,1,0,29,1521,336,7467,53919,11
5544,0,4,0,771,0.3617783866311131,9,0,1,0,0,816,2173,47677,18603,5
5545,2,0,0,191,0.1525812543766196,4,0,2,0,24,2296,377,37853,8810,9
5546,2,0,3,230,0.3474892272553321,6,1,3,0,29,4342,1866,44565,21954,7
5547,1,2,0,206,0.0611195397836455,7,0,0,1,27,2839,936,79499,43351,4
5548,2,1,0,157,0.992013826721956,6,0,4,0,17,5085,2360,119408,25105,22
5549,0,1,0,740,0.5213637846052774,13,0,1,1,20,7738,2542,111769,38771,18
5550,2,5,2,246,0.2992123782782903,5,0,2,0,21,2077,1719,40732,16668,27
5551,2,0,0,121,0.4875139318876681,1,0,3,0,21,5373,348,127153,42159,3
5552,2,3,0,257,0.3323618644870353,4,0,3,0,21,1463,1068,58465,7059,23
5553,2,2,3,447,0.2306102264570927,6,0,1,0,25,9786,1953,174568,56640,4
5554,1,1,0,328,0.2208999535266871,7,0,0,0,29,8676,540,41169,40253,4
5555,2,1,1,640,0.2213643192550719,9,0,4,0,6,5935,2032,148023,57716,11
5556,0,1,0,357,0.8492766801106195,13,1,4,0,3,2413,2188,38082,60065,6
5557,2,4,3,354,0.396254592810276,11,0,1,0,19,5133,2748,162012,24903,20
5558,1,0,3,157,0.4366840646437681,3,0,0,1,16,4445,20390,24835,12800,13
5559,1,2,0,670,0.8739077729490374,12,0,4,0,2,4137,3298,125697,70268,1
5560,1,2,0,396,0.3207832701780209,2,0,1,0,24,2918,2520,84954,80386,18
5561,0,4,2,527,0.0529820844544318,2,0,4,0,18,4414,2736,76967,43547,12
5562,3,2,0,248,0.316616617350439,4,0,1,0,20,5226,524,149208,60728,28
5563,1,3,0,-20,0.8425501492752784,11,0,4,0,7,7161,3085,124356,49865,18
5564,2,1,1,293,0.3969506661403579,10,0,4,0,4,6371,2915,25088,18907,8
5565,1,0,3,183,0.2803839639605236,2,0,0,1,19,12356,5930,18286,11829,14
5566,1,1,1,513,0.3402239035181349,1,0,0,0,1,4408,39,223934,444,5
5567,1,3,2,724,0.0585788906448059,8,0,2,0,24,1280,444,58884,11830,28
5568,2,3,2,553,0.6432883115987491,3,0,4,0,11,5520,1915,118649,34732,0
5569,3,3,0,796,0.5697333196001797,5,0,1,0,9,8987,2577,116129,54226,27
5570,2,3,3,497,0.9669907719321508,7,0,1,0,18,4851,2655,103264,2770,8
5571,2,4,3,277,0.2377315480840889,1,0,3,0,33,749,290,10165,8832,2
5572,2,1,3,428,0.1012077512740727,8,0,0,1,21,4006,1488,47284,22265,24
5573,2,0,3,209,0.211785205797962,5,0,3,0,28,651,2469,35100,17098,26
5574,2,0,0,387,0.3462945762557314,2,0,3,0,25,11950,488,42506,55919,16
5575,0,4,0,597,0.1276704672257196,2,0,0,0,8,8402,1961,58210,56713,25
5576,0,0,3,261,0.2808214863528717,5,0,1,0,27,2690,1158,76631,43117,24
5577,2,1,3,385,0.0504349926521604,5,0,4,0,10,5014,1236,152248,38229,6
5578,0,3,2,539,0.3960989536344123,12,0,4,0,16,5579,214,126748,54907,23
5579,1,1,0,422,0.0164771448584059,5,0,1,0,17,1596,646,94958,15521,15
5580,1,0,3,868,0.5450465195605196,2,0,1,0,23,1006,726,24003,10911,2
5581,1,2,3,432,0.1371467500301118,2,0,4,1,22,1694,1501,53941,16582,29
5582,3,1,3,506,0.9716737789960616,1,0,4,0,4,9018,-262,107071,42578,18
5583,3,1,2,415,0.4715446489907739,1,0,2,0,25,7576,1815,25420,16422,24
5584,3,2,1,259,0.2726815252879871,6,0,2,0,6,7001,489,163837,61607,2
5585,3,1,3,524,0.7203042609705669,6,0,4,0,22,4271,894,15013,31664,12
5586,2,4,2,420,0.0276420915525129,11,0,3,0,17,4670,3215,42585,12463,27
5587,2,0,3,1193,0.1704805973990809,0,0,3,0,24,1904,4669,26332,3744,5
5588,1,2,0,251,0.3699378313604341,2,0,2,0,20,8379,203,37717,63031,14
5589,3,0,0,415,0.0537477766313988,10,0,4,0,20,3759,976,106220,38832,7
5590,2,2,2,257,0.932988021704692,0,0,4,0,14,1414,1577,76682,62333,16
5591,3,1,2,397,0.3848405271896435,7,0,4,0,15,4438,1218,138110,51482,17
5592,0,4,2,495,0.1604176749112228,6,0,4,1,29,4593,2170,117131,66217,16
5593,2,4,1,181,0.0440305177308741,12,0,4,0,14,571,3345,62343,54829,19
5594,1,0,0,403,0.7923264975471332,0,0,3,0,27,5815,1773,142953,48156,3
5595,1,0,0,560,0.1779617431389899,4,1,3,0,23,4193,186,21556,48899,27
5596,1,1,0,159,0.4302664123331182,1,0,0,0,15,3558,1051,187579,12470,14
5597,3,5,0,389,0.2640315276027787,4,0,2,1,24,2610,1748,95270,31717,8
5598,1,0,1,254,0.7698842230397956,0,0,1,0,8,4692,3328,123680,23464,23
5599,2,2,2,385,0.1132166461568943,7,0,4,0,11,4862,4652,136458,65923,14
5600,0,1,0,471,0.7280432052161376,13,0,1,0,1,5365,939,106094,60536,28
5601,0,2,3,640,0.3609653404017841,4,0,2,0,20,-523,1687,100913,18240,17
5602,1,1,1,358,0.5838629004839825,2,1,2,0,23,1853,1507,256168,12851,18
5603,1,4,0,229,0.0411571882464592,2,0,4,0,23,5361,1544,151890,11919,27
5604,2,3,3,434,0.1634061445492313,3,0,3,0,19,1513,375,40507,25773,27
5605,2,0,0,308,0.3325208242018467,0,0,3,0,21,14109,2084,67645,4567,26
5606,3,4,2,627,0.2823649970985381,2,0,4,0,27,3460,1721,75462,68171,20
5607,2,2,3,316,0.2410807029064889,1,0,1,0,24,1671,2380,35345,75483,5
5608,1,3,2,337,0.2675600705658946,1,0,4,0,17,14337,3381,67814,30179,10
5609,2,1,0,314,0.1011863900163052,6,0,4,1,15,6762,1857,90909,23340,26
5610,3,0,2,573,0.5504381373081327,7,0,4,0,12,4367,417,51841,27165,19
5611,1,4,2,660,0.3075902103236981,3,0,4,0,9,2831,3324,159793,72500,0
5612,1,3,0,487,0.7582189815934245,5,0,2,1,29,7153,2169,28934,3985,2
5613,1,3,0,267,0.1388373003932754,3,0,0,0,29,6221,1151,22004,51216,20
5614,1,1,3,411,0.3484535456726207,3,0,0,0,24,13808,766,14574,14007,17
5615,2,1,1,497,0.2036905031269453,13,0,0,0,28,25,670,106638,69631,12
5616,1,1,2,149,0.3914211476970611,7,0,4,0,26,5818,3672,64967,25694,11
5617,1,1,3,298,0.2366891986377165,5,0,1,0,23,1428,404,25370,14241,5
5618,2,1,0,494,0.2928070829957862,2,0,0,0,27,6675,705,30958,12584,10
5619,2,4,1,847,0.6259593505266149,7,0,2,0,20,4726,3384,47516,41716,7
5620,2,4,3,513,0.3507000217918531,2,0,1,0,21,3137,1493,81142,35746,2
5621,0,2,1,368,0.4024539702345255,2,0,1,0,29,4855,1364,148915,91465,19
5622,1,0,3,623,0.0974716557919741,14,0,4,0,9,5720,1231,119053,37948,4
5623,0,3,1,400,0.5685242345560259,11,0,2,0,2,5162,2024,164834,20969,7
5624,2,1,2,329,0.2967504358852464,3,0,0,0,25,1469,204,12007,30138,27
5625,2,0,2,508,0.1947799378402893,5,0,3,0,20,932,1075,59851,26419,16
5626,2,0,2,545,0.3934660151868454,0,0,0,0,23,7665,561,12438,11956,28
